id,id_trasy,id_pojazdu,id_pracownika,id_czasu,ilosc_biletow_nor,ilosc_biletow_ulg,godzina_przejazdu,minuty_przejazdu,poziom_wypelnienia,odleglosc,przychod
2434,19,539,898,1741,7,10,5,57,0.6071428571428571,428.4,111
2435,2400,131,1959,2346,8,4,10,49,0.35294117647058826,778.8,140
2436,2061,335,2331,1099,22,2,4,15,0.8888888888888888,306,272
2437,1367,1779,2482,2327,25,0,3,18,0.9615384615384616,237.6,300
2438,1035,520,343,1140,28,0,3,7,1,224.4,392
2439,1797,621,1245,1932,15,0,1,53,0.8823529411764706,135.6,180
2440,111,2158,2069,1236,4,1,8,53,0.5,639.6,57
2441,912,2402,2097,405,25,3,3,14,0.9655172413793104,232.8,365
2442,267,591,2182,2495,8,1,11,29,0.6923076923076923,826.8,85
2443,1448,1647,868,1441,15,6,2,13,0.84,159.6,228
2444,1624,1767,1066,2343,11,0,6,39,0.5789473684210527,478.8,121
2445,948,642,229,2275,11,4,10,19,0.6818181818181818,742.8,157
2446,2170,1474,589,2370,12,3,6,39,1,478.8,171
2447,1556,85,1800,974,6,10,6,44,0.9411764705882353,484.8,90
2448,1898,2433,2325,2025,2,3,5,59,0.19230769230769232,430.8,43
2449,1612,2457,650,2361,12,2,5,40,0.7777777777777778,408,160
2450,926,1220,56,589,7,8,6,36,0.9375,475.2,117
2451,2349,2259,2327,1137,4,10,6,47,0.875,488.4,64
2452,2062,1429,2278,1115,10,7,8,16,0.7083333333333334,595.2,134
2453,917,712,1533,2500,14,0,10,2,0.8235294117647058,722.4,140
2454,1162,1076,240,1067,19,6,7,55,0.8064516129032258,570,239
2455,1089,1752,216,1392,25,1,7,35,0.896551724137931,546,329
2456,2291,890,1946,515,4,5,7,12,0.4090909090909091,518.4,72
2457,1891,632,1760,2413,23,2,8,49,0.8928571428571429,634.8,248
2458,628,1173,321,1190,9,3,12,20,0.9230769230769231,888,141
2459,2027,831,804,1931,0,16,4,22,1,314.4,80
2460,1915,731,2225,901,17,7,7,48,0.7741935483870968,561.6,184
2461,1016,2123,1150,1038,3,4,4,47,0.35,344.4,49
2462,2307,696,1591,201,2,22,10,56,0.7058823529411765,787.2,132
2463,847,428,1517,1455,20,0,7,54,0.9523809523809523,568.8,280
2464,1773,1220,392,914,0,14,10,21,0.875,745.2,28
2465,2337,1679,1242,2207,9,0,5,13,0.5625,375.6,99
2466,2474,864,1519,687,4,4,12,30,0.5714285714285714,900,92
2467,2410,2135,1061,1732,9,5,1,54,0.4827586206896552,136.8,162
2468,2211,758,310,1454,5,18,4,11,0.6764705882352942,301.2,122
2469,1816,1334,1331,1919,16,0,7,7,0.6956521739130435,512.4,192
2470,2057,940,2294,1152,5,7,6,11,1,445.2,81
2471,2231,1650,2029,612,23,0,7,0,0.8214285714285714,504,230
2472,2251,280,954,2360,5,19,5,23,1,387.6,226
2473,227,2121,751,1291,0,3,7,26,0.21428571428571427,535.2,6
2474,1692,1509,502,45,15,1,7,54,1,568.8,157
2475,251,642,978,784,22,0,5,33,1,399.6,308
2476,1661,106,444,227,3,25,9,49,0.9655172413793104,706.8,192
2477,700,384,1424,1677,4,2,9,37,0.5,692.4,60
2478,1642,2065,2190,1877,3,15,12,34,0.9,904.8,87
2479,1122,1519,1307,1701,3,2,7,54,0.17857142857142858,568.8,52
2480,2342,1136,1309,121,11,6,7,47,1,560.4,158
2481,2209,820,1306,980,21,9,7,44,1,556.8,270
2482,1751,1005,1035,2319,2,19,12,13,0.6176470588235294,879.6,195
2483,20,984,135,2262,16,1,11,58,1,861.6,169
2484,1856,1707,3,875,28,0,5,24,1,388.8,280
2485,2102,2214,2063,735,4,2,9,49,0.5,706.8,58
2486,2449,634,309,2462,7,9,9,5,1,654,124
2487,1776,867,2024,1040,5,22,11,44,0.9642857142857143,844.8,175
2488,1983,419,116,470,14,2,8,4,0.8421052631578947,580.8,146
2489,2406,2219,342,2067,22,4,9,10,0.896551724137931,660,276
2490,1818,2303,873,253,7,18,4,53,0.7575757575757576,351.6,145
2491,1056,678,1672,280,0,16,0,7,0.7272727272727273,8.4,144
2492,1735,2039,698,2258,13,2,9,45,0.6818181818181818,702,186
2493,2113,1406,48,1172,19,0,4,50,1,348,190
2494,945,553,2074,1393,2,4,8,7,0.4,584.4,34
2495,329,73,2116,1783,11,0,8,26,1,607.2,121
2496,238,1816,1522,2416,9,0,12,11,0.9,877.2,90
2497,1407,2355,2387,1585,10,0,10,29,1,754.8,120
2498,2369,1515,507,1840,8,1,7,37,0.9,548.4,106
2499,1711,1552,682,623,10,4,1,9,0.8235294117647058,82.8,142
2500,1704,1060,1812,282,25,5,10,31,0.9090909090909091,757.2,340
2501,193,1834,107,484,7,7,4,40,0.8235294117647058,336,133
2502,1530,118,94,342,6,3,8,29,0.5625,610.8,87
2503,1758,1954,2032,141,11,0,10,13,0.7857142857142857,735.6,110
2504,1523,1004,2209,1245,1,0,9,50,0.06666666666666667,708,10
2505,1518,355,1090,488,12,4,3,11,0.8888888888888888,229.2,164
2506,278,198,2338,413,0,2,8,15,0.2,594,6
2507,2333,280,698,1258,18,0,5,2,0.75,362.4,198
2508,425,1748,1670,422,20,1,7,58,0.9130434782608695,573.6,207
2509,1960,838,1174,1139,1,13,10,20,1,744,92
2510,1338,1807,95,1169,5,14,8,9,0.8636363636363636,586.8,186
2511,370,827,1691,1878,3,2,12,36,0.5,907.2,47
2512,1745,1255,2317,1034,3,4,4,56,0.6363636363636364,355.2,60
2513,507,1060,2049,74,10,0,7,3,0.30303030303030304,507.6,100
2514,472,425,1727,2307,7,11,1,2,0.72,74.4,164
2515,2343,1671,1306,1352,13,10,12,6,0.9583333333333334,871.2,233
2516,437,292,2476,721,20,2,3,30,1,252,232
2517,1601,910,1452,186,4,12,7,4,0.8888888888888888,508.8,148
2518,213,534,258,1784,13,4,3,25,1,246,162
2519,1892,1264,840,102,4,18,5,38,0.7096774193548387,405.6,128
2520,510,1070,1862,2472,21,1,4,51,1,349.2,212
2521,2110,1844,202,1873,10,5,11,8,0.625,801.6,165
2522,421,1006,2347,2442,15,12,7,38,0.9310344827586207,549.6,279
2523,1000,2412,348,279,10,3,10,19,1,742.8,146
2524,1842,2001,2454,727,10,0,3,6,1,223.2,110
2525,472,142,2347,1069,13,2,10,55,0.75,786,194
2526,1123,543,2195,1362,3,9,6,40,1,480,93
2527,2274,2185,239,1462,20,2,5,10,0.6875,372,258
2528,2345,1422,1084,1302,13,1,6,55,0.9333333333333333,498,186
2529,862,774,2104,1813,10,5,5,15,1,378,130
2530,2071,1943,923,538,4,23,7,27,0.84375,536.4,125
2531,800,206,170,1604,2,12,8,5,0.875,582,64
2532,776,1731,2500,1091,6,7,11,12,0.65,806.4,93
2533,159,932,1097,251,6,8,5,38,1,405.6,126
2534,2403,1329,1474,40,3,1,6,5,0.36363636363636365,438,51
2535,1901,1182,1539,335,11,1,5,51,1,421.2,125
2536,1279,1019,2297,864,13,5,6,42,0.5625,482.4,150
2537,446,604,2041,1271,21,5,6,50,0.7647058823529411,492,319
2538,2468,1368,2022,35,8,2,6,24,1,460.8,118
2539,1698,1757,2144,1510,0,3,8,43,0.15,627.6,15
2540,2356,1239,1220,912,9,0,3,25,0.6428571428571429,246,99
2541,1265,11,659,1550,15,3,3,3,0.8571428571428571,219.6,228
2542,882,913,2468,999,3,7,1,50,0.9090909090909091,132,98
2543,1571,2141,1364,650,1,11,8,50,0.4444444444444444,636,99
2544,2057,175,929,1058,19,3,6,6,0.8148148148148148,439.2,237
2545,2421,1145,1549,1289,11,1,4,24,1,316.8,113
2546,1658,1263,2062,521,8,19,5,25,0.9,390,156
2547,866,268,2132,696,3,4,6,35,0.4375,474,67
2548,207,1346,400,244,12,0,10,36,0.75,763.2,168
2549,2480,374,1083,2058,2,10,6,0,0.7058823529411765,432,114
2550,2500,1087,2105,1015,17,12,7,8,1,513.6,334
2551,1483,141,2378,1207,16,1,4,38,0.7083333333333334,333.6,201
2552,530,1529,2389,1274,25,8,12,10,0.9705882352941176,876,366
2553,375,429,1786,531,6,1,2,8,0.35,153.6,66
2554,1144,1489,1191,1965,13,6,5,42,0.5757575757575758,410.4,166
2555,118,2457,2193,2230,7,2,3,33,0.5,255.6,101
2556,1592,545,286,176,24,3,3,23,0.9310344827586207,243.6,339
2557,1694,475,1960,1574,1,6,7,11,0.5,517.2,44
2558,2434,2073,2172,2313,16,9,6,2,1,434.4,212
2559,2057,499,120,2380,9,1,6,13,0.4166666666666667,447.6,111
2560,596,275,2042,2153,26,3,6,47,0.9666666666666667,488.4,266
2561,544,836,152,1393,11,8,8,7,0.95,584.4,182
2562,711,1471,2283,2315,17,1,8,6,0.9473684210526315,583.2,224
2563,1981,1369,226,384,4,14,7,30,0.72,540,170
2564,2300,13,1478,1464,9,5,7,12,0.6086956521739131,518.4,146
2565,2106,773,43,378,6,8,5,21,0.9333333333333333,385.2,108
2566,1654,1913,292,302,28,1,11,6,0.9666666666666667,799.2,317
2567,1498,637,1144,327,19,0,7,50,1,564,266
2568,2114,2284,740,2119,12,4,11,9,0.5333333333333333,802.8,156
2569,546,968,943,43,12,11,8,49,0.9583333333333334,634.8,190
2570,290,2076,2188,1937,14,3,11,50,0.85,852,194
2571,287,1731,1110,1076,4,4,6,25,0.4,462,72
2572,2428,1477,2457,755,10,2,6,17,0.8571428571428571,452.4,148
2573,1230,2077,2182,1840,8,1,7,37,0.4090909090909091,548.4,93
2574,908,652,1974,543,14,18,5,50,0.9696969696969697,420,194
2575,1966,35,754,1888,8,0,9,50,0.7272727272727273,708,104
2576,1287,1739,1204,2098,6,1,6,45,0.7,486,88
2577,1140,480,1727,8,19,1,9,21,0.8695652173913043,673.2,213
2578,794,1248,2007,2044,11,0,8,37,1,620.4,121
2579,402,1371,2123,825,13,3,5,8,1,369.6,175
2580,369,142,784,982,7,0,9,16,0.35,667.2,91
2581,1434,901,2412,2430,2,23,9,1,0.78125,649.2,120
2582,23,1966,1876,1470,1,21,2,47,0.7857142857142857,200.4,116
2583,691,2274,2051,2373,6,15,1,23,0.9545454545454546,99.6,105
2584,1793,2456,1555,915,22,1,9,58,0.92,717.6,269
2585,2125,2131,1383,1241,19,3,6,47,0.7096774193548387,488.4,208
2586,1249,1972,2048,644,20,1,7,29,0.9130434782608695,538.8,246
2587,400,30,2010,194,9,1,4,3,0.45454545454545453,291.6,110
2588,1071,1185,1890,165,26,0,7,2,0.896551724137931,506.4,338
2589,1948,1099,1254,1101,4,6,6,54,0.4166666666666667,496.8,86
2590,1745,1004,2482,2215,10,4,5,41,0.9333333333333333,409.2,144
2591,773,579,712,2041,16,0,5,56,0.6153846153846154,427.2,192
2592,1078,2382,776,942,13,3,12,35,0.7619047619047619,906,188
2593,1080,898,494,1140,12,3,3,7,0.9375,224.4,165
2594,1450,1831,314,2003,33,1,8,46,1,631.2,469
2595,1052,2431,2311,1434,4,1,8,57,0.4166666666666667,644.4,49
2596,1708,1187,1131,833,7,12,1,6,0.76,79.2,149
2597,207,1490,2019,1583,1,4,5,5,0.4166666666666667,366,22
2598,2355,1476,1608,173,33,0,6,50,0.9705882352941176,492,396
2599,149,2393,527,1454,16,0,4,11,0.5714285714285714,301.2,192
2600,1355,1715,2343,2318,6,0,4,47,0.46153846153846156,344.4,78
2601,1924,2094,1857,338,6,2,6,25,0.5714285714285714,462,86
2602,1908,1916,1066,1662,4,1,1,26,0.20833333333333334,103.2,45
2603,1727,804,1631,516,0,18,4,56,0.782608695652174,355.2,72
2604,1956,1447,2289,78,20,8,4,3,0.8235294117647058,291.6,288
2605,137,1841,2359,2214,1,13,12,42,0.7777777777777778,914.4,53
2606,1859,744,1607,2289,22,1,5,35,0.8518518518518519,402,295
2607,29,554,1380,1641,7,15,6,24,0.8148148148148148,460.8,181
2608,2136,235,1875,1350,16,0,9,7,0.9411764705882353,656.4,208
2609,1723,2094,75,1024,3,1,12,29,0.2857142857142857,898.8,39
2610,959,2248,416,1469,5,10,2,29,0.8333333333333334,178.8,95
2611,996,2344,523,1448,22,4,4,40,0.9629629629629629,336,250
2612,1820,1949,1607,814,5,8,5,31,0.48148148148148145,397.2,108
2613,333,2134,2175,365,5,2,9,4,0.7,652.8,68
2614,860,1278,502,1865,4,20,10,13,0.7741935483870968,735.6,96
2615,936,2463,634,1642,12,0,0,46,1,55.2,120
2616,1719,1804,902,1444,14,0,5,17,0.7368421052631579,380.4,196
2617,294,2433,2415,1504,3,7,7,46,0.38461538461538464,559.2,105
2618,162,1884,171,965,9,0,9,36,0.8181818181818182,691.2,90
2619,1960,118,721,190,16,0,6,39,1,478.8,224
2620,254,479,1670,345,19,2,5,31,0.84,397.2,234
2621,711,819,1481,1092,16,3,12,33,0.95,903.6,217
2622,584,1558,740,2362,7,0,8,29,0.5833333333333334,610.8,98
2623,164,564,1289,1521,5,9,7,17,0.7777777777777778,524.4,104
2624,827,2231,1307,1060,15,0,10,23,1,747.6,150
2625,1262,858,1162,2426,6,2,10,36,0.6666666666666666,763.2,96
2626,1966,1408,2127,1204,4,2,6,38,0.5,477.6,64
2627,1373,444,1568,2140,8,4,7,12,0.75,518.4,128
2628,2480,1479,2422,2450,8,3,5,55,0.9166666666666666,426,123
2629,905,1275,679,2266,14,15,13,24,0.8787878787878788,964.8,256
2630,925,2149,426,2109,16,4,8,15,0.7407407407407407,594,244
2631,971,468,2002,1126,30,0,7,29,0.9375,538.8,300
2632,2000,2457,751,680,1,1,2,39,0.1111111111111111,190.8,14
2633,904,1404,1204,509,2,1,11,57,0.15789473684210525,860.4,25
2634,2322,90,1965,155,6,4,6,27,0.38461538461538464,464.4,116
2635,244,1068,920,677,9,12,6,9,1,442.8,126
2636,1554,2418,1929,1110,22,1,5,15,0.92,378,290
2637,574,1891,511,2107,3,7,7,25,0.8333333333333334,534,63
2638,658,1665,281,1263,4,16,6,49,0.7407407407407407,490.8,128
2639,720,438,1774,1325,5,7,5,48,0.375,417.6,69
2640,1622,2170,637,1348,2,14,7,19,0.5333333333333333,526.8,50
2641,2276,230,1817,1028,25,0,9,59,0.8620689655172413,718.8,325
2642,836,1266,459,447,12,6,10,43,0.5625,771.6,168
2643,482,280,559,488,3,8,3,11,0.4583333333333333,229.2,76
2644,485,591,1910,1949,7,4,1,55,0.8461538461538461,138,90
2645,1804,1631,1079,1254,6,17,2,33,0.8214285714285714,183.6,168
2646,1816,1044,1375,129,4,2,9,24,0.4,676.8,54
2647,553,559,1790,566,16,6,9,46,0.7857142857142857,703.2,190
2648,1053,566,20,26,3,0,10,28,0.1875,753.6,36
2649,571,1301,200,2448,2,3,10,48,0.25,777.6,37
2650,2393,976,1565,1133,17,2,10,39,0.7916666666666666,766.8,186
2651,616,458,244,2090,13,15,12,31,0.9655172413793104,901.2,244
2652,2167,1463,509,1715,4,6,3,22,1,242.4,92
2653,1047,2473,775,841,3,9,10,7,0.5714285714285714,728.4,93
2654,1720,906,506,1352,18,9,12,6,0.84375,871.2,243
2655,1206,52,1146,1994,19,5,3,31,0.96,253.2,253
2656,2272,1290,2261,2077,5,2,10,30,0.3333333333333333,756,80
2657,2261,1578,1755,2277,26,1,13,39,0.8709677419354839,982.8,366
2658,1135,331,362,2422,16,7,4,47,0.92,344.4,259
2659,1688,1000,1574,1644,6,10,8,40,0.9411764705882353,624,162
2660,1414,1664,318,128,0,9,6,15,0.6923076923076923,450,63
2661,465,1366,2052,495,15,8,4,40,0.7666666666666667,336,213
2662,1966,2032,2448,2105,28,1,8,21,0.9354838709677419,601.2,370
2663,1948,168,8,647,16,14,6,4,0.967741935483871,436.8,274
2664,2211,2215,1508,1209,16,1,5,17,1,380.4,164
2665,1609,659,732,1749,3,7,3,41,0.30303030303030304,265.2,92
2666,1245,221,257,217,2,4,6,37,0.18181818181818182,476.4,38
2667,2059,913,321,2256,11,0,9,52,1,710.4,121
2668,683,912,401,22,5,21,2,49,0.896551724137931,202.8,176
2669,2022,780,1716,1751,4,5,13,6,0.4090909090909091,943.2,68
2670,1022,2400,1599,592,13,1,4,10,0.7368421052631579,300,165
2671,1456,826,1558,1486,21,1,2,33,0.8461538461538461,183.6,213
2672,2499,1643,680,2310,20,2,13,32,0.7586206896551724,974.4,218
2673,1255,873,1026,1550,9,23,3,3,0.9411764705882353,219.6,200
2674,241,1688,813,1524,12,1,9,35,0.9285714285714286,690,126
2675,1656,280,1293,2357,22,1,11,59,0.9583333333333334,862.8,244
2676,2296,1979,1632,1182,3,4,6,45,0.6363636363636364,486,75
2677,2032,1251,1864,1507,5,12,10,39,0.85,766.8,113
2678,1951,1712,1470,1487,27,3,7,21,0.9090909090909091,529.2,375
2679,1169,659,2342,1622,23,10,12,20,1,888,342
2680,590,1973,1840,1585,4,7,10,29,0.6470588235294118,754.8,77
2681,1759,609,54,284,10,5,6,40,0.8823529411764706,480,125
2682,1252,1864,2285,2388,13,7,7,28,0.9523809523809523,537.6,177
2683,1331,2239,1726,1406,33,0,10,22,0.9705882352941176,746.4,396
2684,440,1312,2051,1447,25,5,8,1,0.967741935483871,577.2,320
2685,886,1191,2215,1934,2,9,10,54,1,784.8,107
2686,1951,1499,741,75,2,6,7,5,0.27586206896551724,510,74
2687,531,1491,1246,537,2,2,11,17,0.21052631578947367,812.4,32
2688,977,802,183,2010,12,10,7,49,0.88,562.8,228
2689,2141,1399,2177,758,16,15,5,8,0.9393939393939394,369.6,235
2690,464,1681,2282,1139,18,8,10,20,0.896551724137931,744,238
2691,1215,272,1606,190,14,6,6,39,0.8695652173913043,478.8,210
2692,779,945,2168,1160,14,7,7,7,0.875,512.4,231
2693,338,342,1565,672,22,2,4,34,0.9230769230769231,328.8,296
2694,733,447,3,1648,23,0,2,27,0.696969696969697,176.4,299
2695,1157,1715,723,2160,13,0,11,42,1,842.4,182
2696,981,934,905,1392,6,4,7,35,0.35714285714285715,546,102
2697,446,798,1567,1529,16,8,3,16,0.9230769230769231,235.2,264
2698,79,173,747,2052,0,7,3,18,0.4117647058823529,237.6,42
2699,2432,1124,899,550,9,5,8,56,0.875,643.2,147
2700,404,1990,647,1944,6,14,6,37,0.8333333333333334,476.4,186
2701,2477,1973,1779,1861,0,17,8,31,1,613.2,119
2702,1196,961,613,1314,9,0,0,32,0.5625,38.4,108
2703,790,1577,653,1650,13,6,6,54,0.9047619047619048,496.8,148
2704,1101,2198,2167,451,15,1,4,6,1,295.2,215
2705,1453,2035,1731,1097,10,1,7,2,1,506.4,124
2706,1559,880,1141,1979,10,8,5,35,0.5625,402,144
2707,2436,1814,1543,1220,6,3,6,55,0.8181818181818182,498,105
2708,374,2209,291,742,1,9,2,32,0.7692307692307693,182.4,92
2709,1485,1709,1569,470,25,7,8,4,1,580.8,338
2710,298,1506,1688,1269,17,2,10,6,0.6333333333333333,727.2,233
2711,747,1447,2101,1961,31,3,7,31,1,541.2,446
2712,1536,1795,867,563,0,8,6,15,0.8,450,56
2713,750,900,1167,1849,0,7,2,6,0.6363636363636364,151.2,21
2714,199,1986,1460,1662,7,17,1,26,0.7741935483870968,103.2,111
2715,1077,2068,1762,2380,0,7,6,13,0.6363636363636364,447.6,63
2716,1239,1789,12,1398,8,6,2,41,0.7777777777777778,193.2,128
2717,113,2484,2362,2353,8,3,6,48,1,489.6,92
2718,883,1495,2472,1900,15,1,1,12,1,86.4,213
2719,2050,2005,787,1443,8,1,5,9,0.42857142857142855,370.8,112
2720,1977,1371,1686,102,16,0,5,38,1,405.6,176
2721,267,931,521,1806,1,7,7,44,0.6666666666666666,556.8,45
2722,1854,1544,993,336,6,12,5,17,0.9,380.4,168
2723,2320,1646,425,347,25,0,8,52,0.8928571428571429,638.4,300
2724,2451,1911,1111,1810,26,2,4,23,0.9333333333333333,315.6,278
2725,777,827,866,365,3,6,9,4,0.9,652.8,42
2726,2301,481,1599,99,4,5,6,51,0.4090909090909091,493.2,65
2727,250,224,2390,331,14,15,4,41,0.9666666666666667,337.2,316
2728,508,2388,1355,1046,2,20,9,2,1,650.4,120
2729,1082,926,2219,2441,13,1,5,39,0.5384615384615384,406.8,162
2730,1441,49,1289,1375,2,6,8,7,0.5714285714285714,584.4,74
2731,2191,2404,132,372,9,6,6,51,0.8333333333333334,493.2,129
2732,2436,401,547,837,2,1,11,53,0.1875,855.6,35
2733,2034,1533,135,905,4,12,3,26,0.5925925925925926,247.2,136
2734,2395,2230,970,1909,13,0,8,49,1,634.8,156
2735,657,1632,348,282,18,1,10,31,0.9047619047619048,757.2,187
2736,1895,2376,2217,2379,25,2,5,30,1,396,337
2737,1905,806,675,1549,10,0,4,7,1,296.4,110
2738,1815,2384,874,1453,16,1,8,54,0.8947368421052632,640.8,184
2739,1833,2154,891,1590,6,9,5,41,0.7894736842105263,409.2,132
2740,1371,549,302,381,15,0,5,7,0.9375,368.4,195
2741,1064,752,1286,2253,0,3,5,37,0.16666666666666666,404.4,21
2742,22,1471,344,2271,6,5,10,48,0.5789473684210527,777.6,97
2743,526,1958,805,1527,5,3,12,41,0.26666666666666666,913.2,92
2744,1484,1519,1139,557,5,1,10,18,0.21428571428571427,741.6,55
2745,956,1257,1387,411,6,18,9,25,0.8,678,204
2746,1895,1686,1621,786,0,15,8,22,0.6521739130434783,602.4,90
2747,350,1496,2213,1071,11,4,3,41,0.6818181818181818,265.2,163
2748,2142,1718,1756,2404,8,20,5,57,1,428.4,140
2749,1628,963,1112,1832,13,16,12,16,0.9666666666666667,883.2,284
2750,166,1701,2494,2077,10,0,10,30,0.9090909090909091,756,120
2751,625,1912,967,1035,9,15,6,27,0.8888888888888888,464.4,228
2752,5,691,1553,2480,19,4,7,13,0.7419354838709677,519.6,237
2753,2372,1966,1955,1183,13,5,9,40,0.6428571428571429,696,191
2754,360,132,2249,1494,5,4,9,27,0.5625,680.4,85
2755,1876,2258,398,1536,14,1,6,22,1,458.4,202
2756,1636,1706,1639,475,12,4,3,40,1,264,184
2757,295,1153,2352,98,10,0,7,12,1,518.4,110
2758,398,2266,2414,615,15,6,2,4,0.7,148.8,168
2759,810,2395,352,166,26,7,9,48,1,705.6,307
2760,644,790,2123,898,19,0,3,3,0.6129032258064516,219.6,228
2761,1284,2425,1367,1578,18,3,5,48,0.9130434782608695,417.6,225
2762,2293,484,1454,151,4,9,7,30,0.41935483870967744,540,70
2763,1222,1561,514,748,16,1,11,27,0.5151515151515151,824.4,228
2764,1282,553,121,592,1,7,4,10,0.5333333333333333,300,54
2765,420,1460,715,380,22,7,6,44,0.8529411764705882,484.8,357
2766,1930,2094,1981,920,0,0,1,5,0,78,0
2767,224,197,1021,1253,24,3,6,36,0.9310344827586207,475.2,252
2768,155,1068,290,1148,16,5,2,37,1,188.4,223
2769,182,2478,84,227,22,7,9,49,1,706.8,349
2770,812,1219,2226,1943,12,1,3,55,0.5909090909090909,282,135
2771,1507,786,2163,2043,18,2,6,31,0.9090909090909091,469.2,262
2772,2322,2371,2498,1954,5,9,7,0,0.6086956521739131,504,142
2773,1987,231,228,812,3,8,8,37,0.7857142857142857,620.4,54
2774,1362,1238,2488,698,12,4,8,0,0.64,576,204
2775,1626,1150,440,2347,13,0,5,30,1,396,156
2776,2465,704,622,670,1,25,6,6,0.8387096774193549,439.2,114
2777,2467,1892,740,1822,21,6,11,38,1,837.6,303
2778,1075,1088,291,2029,11,2,4,12,0.9285714285714286,302.4,139
2779,1326,1036,1677,2206,5,26,10,30,0.9117647058823529,756,273
2780,2466,56,155,1307,10,3,3,50,0.41935483870967744,276,138
2781,1329,1593,214,2482,9,0,6,52,0.8181818181818182,494.4,108
2782,2119,558,616,356,22,4,7,20,0.9629629629629629,528,254
2783,1594,549,118,544,2,11,7,2,0.8125,506.4,119
2784,1408,2005,902,581,13,2,8,4,0.7142857142857143,580.8,196
2785,129,2088,2183,583,10,3,6,3,1,435.6,128
2786,2135,334,2402,1608,18,2,7,17,0.8,524.4,190
2787,827,2335,494,104,7,4,8,23,0.8461538461538461,603.6,78
2788,1687,1355,539,1699,9,2,7,16,0.7857142857142857,523.2,123
2789,1047,2051,923,318,25,3,7,39,0.9032258064516129,550.8,271
2790,344,2182,439,1133,8,19,10,39,1,766.8,145
2791,1166,1624,926,1344,19,5,3,17,0.7272727272727273,236.4,311
2792,2177,443,1425,182,22,2,5,47,1,416.4,316
2793,532,2240,1099,1709,19,0,7,48,0.9047619047619048,561.6,228
2794,860,1807,2124,708,11,1,5,48,0.5454545454545454,417.6,156
2795,1874,1528,1000,1489,1,15,10,39,0.5517241379310345,766.8,58
2796,2383,1530,1962,628,15,12,3,46,0.9310344827586207,271.2,279
2797,1712,619,777,1858,31,0,3,0,0.9393939393939394,216,372
2798,1502,266,236,614,5,14,3,34,0.8260869565217391,256.8,186
2799,1492,210,1673,1008,7,7,7,57,0.7777777777777778,572.4,119
2800,968,1608,145,2153,8,4,6,47,0.9230769230769231,488.4,104
2801,493,1582,1224,1522,6,2,6,17,0.26666666666666666,452.4,88
2802,2369,1525,27,1966,12,11,2,57,0.7666666666666667,212.4,178
2803,488,1179,1010,1744,24,0,11,59,0.7741935483870968,862.8,288
2804,2421,2206,2262,920,4,5,1,5,0.5294117647058824,78,55
2805,2310,2253,631,1695,12,0,6,56,0.8,499.2,168
2806,1773,1553,2379,2133,4,2,7,31,0.6,541.2,60
2807,1346,998,683,1415,3,1,2,26,0.3076923076923077,175.2,45
2808,110,1809,304,2365,22,1,1,7,1,80.4,251
2809,1425,57,824,1838,14,1,8,17,0.9375,596.4,147
2810,2174,2087,272,259,3,9,6,44,0.9230769230769231,484.8,81
2811,1989,661,764,298,6,0,8,7,0.3157894736842105,584.4,78
2812,182,868,1977,1548,19,9,10,32,0.9032258064516129,758.4,328
2813,878,181,1555,2060,8,8,5,40,0.8421052631578947,408,160
2814,1162,483,2473,1895,14,1,7,17,0.6521739130434783,524.4,159
2815,2482,1544,1404,1755,4,7,8,9,0.55,586.8,76
2816,1967,482,998,824,12,1,6,1,0.6190476190476191,433.2,124
2817,2162,2195,1978,2299,3,6,4,14,0.375,304.8,84
2818,1422,2453,514,858,13,9,5,25,0.8148148148148148,390,245
2819,511,1502,1509,2291,25,0,2,31,0.8620689655172413,181.2,350
2820,1308,1618,1606,324,15,0,6,4,1,436.8,180
2821,920,1402,41,686,15,1,10,55,0.5333333333333333,786,185
2822,2469,54,663,300,10,0,1,50,0.5882352941176471,132,130
2823,229,2136,1598,1931,15,0,4,22,0.8333333333333334,314.4,195
2824,1366,1593,1882,1662,2,8,1,26,0.9090909090909091,103.2,84
2825,542,1770,308,802,2,10,6,46,0.5217391304347826,487.2,70
2826,2443,176,492,1435,3,5,7,27,0.4444444444444444,536.4,74
2827,960,2287,1809,1164,0,29,6,42,1,482.4,58
2828,1707,744,2408,1295,11,15,7,51,0.9629629629629629,565.2,248
2829,2028,1060,1496,1505,26,1,3,34,0.8181818181818182,256.8,265
2830,589,52,2105,1988,19,4,4,19,0.92,310.8,286
2831,959,1215,137,1248,14,4,11,34,0.9,832.8,194
2832,1674,1067,402,2245,10,3,11,40,0.8125,840,116
2833,1180,2126,1127,1055,24,5,8,46,0.8529411764705882,631.2,255
2834,1084,769,298,353,1,10,8,34,0.7333333333333333,616.8,33
2835,765,1353,2379,2149,22,0,7,32,0.9565217391304348,542.4,242
2836,2486,1288,2006,1435,19,1,7,27,1,536.4,192
2837,956,2210,913,1558,16,11,5,11,0.9310344827586207,373.2,285
2838,1677,602,424,2005,24,2,8,34,0.8666666666666667,616.8,326
2839,2280,544,695,2062,17,0,6,52,0.9444444444444444,494.4,221
2840,13,1073,2306,577,5,0,3,56,0.15625,283.2,65
2841,728,2237,1844,980,20,0,7,44,1,556.8,200
2842,1510,102,1206,2094,17,2,8,39,0.9047619047619048,622.8,195
2843,1373,1029,349,573,5,10,5,40,0.7894736842105263,408,140
2844,1744,896,520,214,1,2,6,48,0.09090909090909091,489.6,18
